latitude,longitude,category,year,month
42.34332953142194,-71.06601049736632,Needle Program,2021,1
42.25846029672917,-71.13591991298888,Needle Program,2021,1
42.337300242588704,-71.07530775771997,Needle Program,2021,1
42.3433295312933,-71.06601049771292,Needle Program,2021,1
42.326832414249104,-71.07026144184776,Needle Program,2021,1
42.338559548417685,-71.07868053684255,Needle Program,2021,1
42.32946955065348,-71.07950055895652,Needle Program,2021,1
42.33286749459602,-71.08105654637671,Needle Program,2021,1
42.343869550654965,-71.0806305293246,Needle Program,2021,1
42.33784417097976,-71.07611040177336,Needle Program,2021,1
42.33803967884791,-71.04161348462723,Needle Program,2021,1
42.34062404825076,-71.06803136493856,Needle Program,2021,1
42.3362695457568,-71.07633053664358,Needle Program,2021,1
42.33803967884791,-71.04161348462723,Needle Program,2021,1
42.33737954423548,-71.07527053203731,Needle Program,2021,1
42.32746866393342,-71.06122617728649,Needle Program,2021,1
42.33996952987389,-71.06477050247794,Needle Program,2021,1
42.32420957938621,-71.10047061793128,Needle Program,2021,1
42.33657051853893,-71.07646525665628,Needle Program,2021,1
42.345469560901165,-71.08878054384655,Needle Program,2021,1
42.343869550654965,-71.0806305293246,Needle Program,2021,1
42.33743954554348,-71.07621053417927,Needle Program,2021,1
42.34111954928792,-71.07958053329286,Needle Program,2021,1
42.32660953879744,-71.07041054490954,Needle Program,2021,1
42.33867955088737,-71.08064054052707,Needle Program,2021,1
42.33877155166286,-71.08074754099782,Needle Program,2021,1
42.33345236490606,-71.0466662405854,Needle Program,2021,1
42.36057417866588,-71.12798625263444,Needle Program,2021,1
42.33721954362355,-71.07494053141123,Needle Program,2021,1
42.340395064783294,-71.07343456511907,Needle Program,2021,1
42.34625467588254,-71.1059916838207,Needle Program,2021,1
42.35221961351769,-71.12962062068031,Needle Program,2021,1
42.35089429387595,-71.07853566019473,Needle Program,2021,1
42.33708954369648,-71.07475053092854,Needle Program,2021,1
42.35024955039476,-71.0809505157855,Needle Program,2021,1
42.33940954970984,-71.07974053732605,Needle Program,2021,1
42.34194057882008,-71.08233603073215,Needle Program,2021,1
42.34416788250646,-71.08032691011311,Needle Program,2021,1
42.33224253230064,-71.06613852291,Needle Program,2021,1
42.34792077717414,-71.09250143181801,Needle Program,2021,1
42.34311955213704,-71.0815505332283,Needle Program,2021,1
42.338299176436095,-71.07917027943566,Needle Program,2021,1
42.351279547273215,-71.0786505083243,Needle Program,2021,1
42.3512795476986,-71.07865050789964,Needle Program,2021,1
42.31181181756848,-71.11332115080286,Needle Program,2021,1
42.32427953047767,-71.0643705361504,Needle Program,2021,1
42.33621844566142,-71.08710946428063,Needle Program,2021,1
42.334909558560135,-71.08592056126406,Needle Program,2021,1
42.33427955614488,-71.08410055857732,Needle Program,2021,1
42.33599981101042,-71.08641449873524,Needle Program,2021,1
42.32872953493087,-71.06792053416682,Needle Program,2021,1
42.32913953454861,-71.06744053260692,Needle Program,2021,1
42.32913953454861,-71.06744053260692,Needle Program,2021,1
42.32913953454861,-71.06744053260692,Needle Program,2021,1
42.32425481324247,-71.05631812897452,Needle Program,2021,1
42.320379525477,-71.06035053576245,Needle Program,2021,1
42.31907963061485,-71.05674979266158,Needle Program,2021,1
42.33567954482026,-71.07558053627585,Needle Program,2021,1
42.34625965810965,-71.1624907077834,Needle Program,2021,1
42.310753910482376,-71.05931229992552,Needle Program,2021,1
42.331261303285714,-71.06588254243142,Needle Program,2021,1
42.330874931658265,-71.05679842355147,Needle Program,2021,1
42.330100940567895,-71.05593166869608,Needle Program,2021,1
42.323497285189084,-71.0710800117542,Needle Program,2021,1
42.33822954113409,-71.07310052500986,Needle Program,2021,1
42.339619533497256,-71.06735050898683,Needle Program,2021,1
42.32425481324247,-71.05631812897452,Needle Program,2021,1
42.34465119284993,-71.07609013940925,Needle Program,2021,1
42.344801700293054,-71.07644663491506,Needle Program,2021,1
42.34435487433233,-71.08804961367619,Needle Program,2021,1
42.338006549955374,-71.07963154018174,Needle Program,2021,1
42.338299176436095,-71.07917027943566,Needle Program,2021,1
42.34157755384362,-71.08274353948974,Needle Program,2021,1
42.319629525232266,-71.0600205371476,Needle Program,2021,1
42.32022768150799,-71.06108749625317,Needle Program,2021,1
42.346166662074765,-71.05937806817361,Needle Program,2021,1
42.330699543221776,-71.07401054387074,Needle Program,2021,1
42.356610363799824,-71.1401465296347,Needle Program,2021,1
42.34274644414893,-71.08702325954398,Needle Program,2021,1
42.34194057882008,-71.08233603073215,Needle Program,2021,1
42.38594692643445,-71.07615625047731,Needle Program,2021,1
42.38594692643445,-71.07615625047731,Needle Program,2021,1
42.33044569656104,-71.06710071376429,Needle Program,2021,1
42.300641362152646,-71.11260740705258,Needle Program,2021,1
42.34194057882008,-71.08233603073215,Needle Program,2021,1
42.33892953737249,-71.07038051733213,Needle Program,2021,1
42.33955636428778,-71.0653259051314,Needle Program,2021,1
42.35092380959952,-71.0490502014936,Needle Program,2021,1
42.34300517078477,-71.06535270149416,Needle Program,2021,1
42.33650954239184,-71.0735405294857,Needle Program,2021,1
42.33179161344626,-71.0659400958541,Needle Program,2021,1
42.34256259442734,-71.08186363168875,Needle Program,2021,1
42.33252956373739,-71.06664057622365,Needle Program,2021,1
42.33252956373739,-71.06664057622365,Needle Program,2021,1
42.32689952301722,-71.05877051767115,Needle Program,2021,1
42.33558954489036,-71.07546053622819,Needle Program,2021,1
42.33519954435343,-71.07502053651223,Needle Program,2021,1
42.33307254477036,-71.07519154143678,Needle Program,2021,1
42.33633954479234,-71.07582053576876,Needle Program,2021,1
42.34256259442734,-71.08186363168875,Needle Program,2021,1
42.33344410411566,-71.07596605867812,Needle Program,2021,1
42.31886952046772,-71.05615053032835,Needle Program,2021,1
42.34159955100245,-71.08089053500906,Needle Program,2021,1
42.36816111380175,-71.05396281522216,Needle Program,2021,1
42.33224253230064,-71.06613852291,Needle Program,2021,1
42.32326551991575,-71.05613452026027,Needle Program,2021,1
42.3292633657917,-71.05279946195404,Needle Program,2021,1
42.34010925221144,-71.07882497194235,Needle Program,2021,1
42.32115951768188,-71.05436052096707,Needle Program,2021,1
42.31482956346444,-71.08783061044578,Needle Program,2021,1
42.32906836838783,-71.05148960411816,Needle Program,2021,1
42.33275955428478,-71.08258055854701,Needle Program,2021,1
42.32681298334565,-71.05226347503587,Needle Program,2021,1
42.33872341600011,-71.07978145242888,Needle Program,2021,1
42.33837628173006,-71.07852885646307,Needle Program,2021,1
42.33782147837241,-71.07852063487911,Needle Program,2021,1
42.33044569656104,-71.06710071376429,Needle Program,2021,1
42.33320982739889,-71.06850499524995,Needle Program,2021,1
42.337819549441726,-71.07938054005562,Needle Program,2021,1
42.33707054614089,-71.07660153505485,Needle Program,2021,1
42.338299176436095,-71.07917027943566,Needle Program,2021,1
42.33788954738592,-71.07759053603677,Needle Program,2021,1
42.33744397935304,-71.07563669197718,Needle Program,2021,1
42.34207155419302,-71.08283053809474,Needle Program,2021,1
42.351656990228975,-71.0642574118919,Needle Program,2021,1
42.33044569656104,-71.06710071376429,Needle Program,2021,1
42.351656990228975,-71.0642574118919,Needle Program,2021,1
42.339651726968064,-71.07455551166501,Needle Program,2021,1
42.28286952342532,-71.05652061144545,Needle Program,2021,1
42.35366578502996,-71.06385490998764,Needle Program,2021,1
42.319625971870856,-71.06001649486491,Needle Program,2021,1
42.35486964248459,-71.15169066457005,Needle Program,2021,1
42.35486964248459,-71.15169066457005,Needle Program,2021,1
42.32621967575512,-71.04832473126082,Needle Program,2021,1
42.34793073795806,-71.05309997474988,Needle Program,2021,1
42.299559526917605,-71.0596505807547,Needle Program,2021,1
42.299559526917605,-71.0596505807547,Needle Program,2021,1
42.30821089653848,-71.05869822682165,Needle Program,2021,1
42.36436165945314,-71.05966848861684,Needle Program,2021,1
42.26696706898402,-71.12055404338166,Needle Program,2021,1
42.338299176436095,-71.07917027943566,Needle Program,2021,1
42.33027952243158,-71.05857051012535,Needle Program,2021,1
42.35350800549408,-71.0559001358142,Needle Program,2021,1
42.34256259442734,-71.08186363168875,Needle Program,2021,1
42.332529452272205,-71.0398823864949,Needle Program,2021,1
42.33639056687083,-71.0761702212299,Needle Program,2021,1
42.36516952323812,-71.06112043795979,Needle Program,2021,1
42.35588419313288,-71.06568424595564,Needle Program,2021,1
42.32724012981145,-71.05039238887476,Needle Program,2021,1
42.33087877497962,-71.0569669140044,Needle Program,2021,1
42.330874931658265,-71.05679842355147,Needle Program,2021,1
42.34924781661007,-71.10515917507817,Needle Program,2021,1
42.30768218386902,-71.11545998550632,Needle Program,2021,1
42.33523048163968,-71.07581948468139,Needle Program,2021,1
42.330509533125465,-71.0665275275988,Needle Program,2021,1
42.34498356969432,-71.09535955990984,Needle Program,2021,1
42.32729054209671,-71.07301354888108,Needle Program,2021,1
42.34840955930177,-71.08767053499277,Needle Program,2021,1
42.327208218386815,-71.07334522143802,Needle Program,2021,1
42.32197958493739,-71.10461063234536,Needle Program,2021,1
42.33808998615345,-71.0776603711252,Needle Program,2021,1
42.34656955462704,-71.08384053010263,Needle Program,2021,1
42.34656955462704,-71.08384053010263,Needle Program,2021,1
42.34277175295884,-71.06672193426895,Needle Program,2021,1
42.33224253230064,-71.06613852291,Needle Program,2021,1
42.35573215353105,-71.07131345257434,Needle Program,2021,1
42.27457804477682,-71.06814829709874,Needle Program,2021,1
42.37817206532633,-71.06023826987463,Needle Program,2021,1
42.32891860484979,-71.06045435541627,Needle Program,2021,1
42.348575972316446,-71.06067747463115,Needle Program,2021,1
42.32812767862803,-71.0578600506154,Needle Program,2021,1
42.34431889353293,-71.06706082878998,Needle Program,2021,1
42.33837628173006,-71.07852885646307,Needle Program,2021,1
42.3430870605562,-71.08120432862931,Needle Program,2021,1
42.35912951469907,-71.05419043583609,Needle Program,2021,1
42.32708953464755,-71.06764053778153,Needle Program,2021,1
42.35212280916632,-71.07418194580877,Needle Program,2021,1
42.33099955281655,-71.08124055971729,Needle Program,2021,1
42.335974761041925,-71.07384976519765,Needle Program,2021,1
42.33545904461047,-71.07448939409124,Needle Program,2021,1
42.33446415400762,-71.07411823317256,Needle Program,2021,1
42.335437560836006,-71.07077838928369,Needle Program,2021,1
42.33765298746336,-71.0676605145241,Needle Program,2021,1
42.32286865688394,-71.05199740608825,Needle Program,2021,1
42.34082067488676,-71.06777905255004,Needle Program,2021,1
42.34818069947841,-71.07687199472214,Needle Program,2021,1
42.32708953464755,-71.06764053778153,Needle Program,2021,1
42.34343956902041,-71.09320162202057,Needle Program,2021,1
42.35027664652198,-71.06481998847794,Needle Program,2021,1
42.33010951971841,-71.05643050565956,Needle Program,2021,1
42.34315954863596,-71.07911052750534,Needle Program,2021,1
42.35043953033229,-71.06535048016472,Needle Program,2021,1
42.35044652900888,-71.06478447883936,Needle Program,2021,1
42.34206955465117,-71.083490539775,Needle Program,2021,1
42.34793073795806,-71.05309997474988,Needle Program,2021,1
42.27668953888953,-71.06718064912407,Needle Program,2021,1
42.31476953613549,-71.06758056512834,Needle Program,2021,1
42.34255955246109,-71.08223053587709,Needle Program,2021,1
42.35191636983193,-71.05989933262701,Needle Program,2021,1
42.34406953260299,-71.06700049829405,Needle Program,2021,1
42.34023741525324,-71.06389243288015,Needle Program,2021,1
42.33645151523979,-71.07659356677532,Needle Program,2021,1
42.33789395948651,-71.08296878260202,Needle Program,2021,1
42.33884246921114,-71.0698684561976,Needle Program,2021,1
42.34793073795806,-71.05309997474988,Needle Program,2021,1
42.33418041952952,-71.07450084858354,Needle Program,2021,1
42.33446415400762,-71.07411823317256,Needle Program,2021,1
42.34255955246109,-71.08223053587709,Needle Program,2021,1
42.33753953509506,-71.06825051606035,Needle Program,2021,1
42.33072824714554,-71.06316354803438,Needle Program,2021,1
42.30827503835497,-71.04894566582486,Needle Program,2021,1
42.35200752252685,-71.05991246469246,Needle Program,2021,1
42.33748953719165,-71.07021052009493,Needle Program,2021,1
42.34599073589358,-71.0998084391913,Needle Program,2021,1
42.30827503835497,-71.04894566582486,Needle Program,2021,1
42.33906319632971,-71.07000515442797,Needle Program,2021,1
42.33640954475671,-71.0754005341937,Needle Program,2021,1
42.33608954535606,-71.07610053637406,Needle Program,2021,1
42.33823154792285,-71.07834153650555,Needle Program,2021,1
42.2991588529589,-71.11378234866893,Needle Program,2021,1
42.333533924722936,-71.0734915524381,Needle Program,2021,1
42.352049539092775,-71.07249049257923,Needle Program,2021,1
42.34958955130703,-71.08170051882531,Needle Program,2021,1
42.31711952244312,-71.05798053817165,Needle Program,2021,1
42.33743954547981,-71.07621053376002,Needle Program,2021,1
42.33631954551493,-71.07638053680594,Needle Program,2021,1
42.28558953595126,-71.06538062548499,Needle Program,2021,1
42.33178753419264,-71.06707052581578,Needle Program,2021,1
42.33178753419264,-71.06707052581578,Needle Program,2021,1
42.33281958079721,-71.10238060291748,Needle Program,2021,1
42.33252956373739,-71.06664057622365,Needle Program,2021,1
42.34194057882008,-71.08233603073215,Needle Program,2021,1
42.33929954881248,-71.07887053558227,Needle Program,2021,1
42.318091605336505,-71.0658388898142,Needle Program,2021,1
42.32259657812385,-71.10817367171711,Needle Program,2021,1
42.31784953405517,-71.06638055540508,Needle Program,2021,1
42.33909955015282,-71.07976053841463,Needle Program,2021,1
42.33875449491495,-71.07965067951945,Needle Program,2021,1
42.29657290441284,-71.06262117520178,Needle Program,2021,1
42.343869550343314,-71.08063052934469,Needle Program,2021,1
42.34360675817561,-71.07974896566729,Needle Program,2021,1
42.33587955837736,-71.08600055926162,Needle Program,2021,1
42.32163852021333,-71.05497587016585,Needle Program,2021,1
42.34293306654141,-71.08658272204931,Needle Program,2021,1
42.338929549486416,-71.07935053748771,Needle Program,2021,1
42.3311771162963,-71.07700864458545,Needle Program,2021,1
42.364029520844845,-71.0593104364505,Needle Program,2021,1
42.33763154775127,-71.07799853745198,Needle Program,2021,1
42.33124695655728,-71.07689759762671,Needle Program,2021,1
42.325749535982425,-71.0683505422161,Needle Program,2021,1
42.36490939956454,-71.06240511652013,Needle Program,2021,1
42.334161201856496,-71.07989149588597,Needle Program,2021,1
42.32609717512722,-71.06755849391224,Needle Program,2021,1
42.33378288422446,-71.08081450712857,Needle Program,2021,1
42.32526353559172,-71.06795154250479,Needle Program,2021,1
42.32526353559172,-71.06795154250479,Needle Program,2021,1
42.32526353559172,-71.06795154250479,Needle Program,2021,1
42.36013055672648,-71.05495491508727,Needle Program,2021,1
42.395288015700366,-71.1203621552456,Needle Program,2021,1
42.39517858567825,-71.12050393574958,Needle Program,2021,1
42.35925362935342,-71.05947743254481,Needle Program,2021,1
42.29922960096865,-71.11372070359826,Needle Program,2021,1
42.32784164200978,-71.06958785871734,Needle Program,2021,1
42.37000739864775,-71.06151737313358,Needle Program,2021,1
42.34749634954892,-71.10176367075306,Needle Program,2021,1
42.34433954297582,-71.07501051561123,Needle Program,2021,1
42.34749634954892,-71.10176367075306,Needle Program,2021,1
42.33929954918013,-71.07887053541134,Needle Program,2021,1
42.33043952106085,-71.05739050707979,Needle Program,2021,1
42.33883084307145,-71.07355962688592,Needle Program,2021,1
42.366093579890425,-71.05336949895775,Needle Program,2021,1
42.34082349301865,-71.09352032939601,Needle Program,2021,1
42.298369531560986,-71.06325059183816,Needle Program,2021,1
42.33523094174589,-71.07476758074277,Needle Program,2021,1
42.30356863451634,-71.07753967938766,Needle Program,2021,1
42.32624951522558,-71.05280050610419,Needle Program,2021,1
42.32136884242411,-71.05372008594539,Needle Program,2021,1
42.31990024147721,-71.06085444778168,Needle Program,2021,1
42.33145950217883,-71.04359047419088,Needle Program,2021,1
42.35035666069358,-71.16513670418082,Needle Program,2021,1
42.32933245498462,-71.0719119275091,Needle Program,2021,1
42.32425481324247,-71.05631812897452,Needle Program,2021,1
42.33016200567703,-71.08377577353995,Needle Program,2021,1
42.33930555105239,-71.08075654023949,Needle Program,2021,1
42.33894594538254,-71.07270661490487,Needle Program,2021,1
42.33951586055122,-71.07338803875005,Needle Program,2021,1
42.33044569656104,-71.06710071376429,Needle Program,2021,1
42.34311955213704,-71.0815505332283,Needle Program,2021,1
42.3430870605562,-71.08120432862931,Needle Program,2021,1
42.33418041952952,-71.07450084858354,Needle Program,2021,1
42.3461195459571,-71.07725051650081,Needle Program,2021,1
42.35915953282306,-71.05429225834045,Needle Program,2021,1
42.33913954703082,-71.07737053250096,Needle Program,2021,1
42.33521098376112,-71.07941088705837,Needle Program,2021,1
42.33996952987389,-71.06477050247794,Needle Program,2021,1
42.34256259442734,-71.08186363168875,Needle Program,2021,1
42.3377862372258,-71.07863848866144,Needle Program,2021,1
42.274937179474485,-71.1021056030594,Needle Program,2021,1
42.33831031967431,-71.07542130962602,Needle Program,2021,1
42.3355295440183,-71.07485053475118,Needle Program,2021,1
42.33604954523527,-71.07604053626058,Needle Program,2021,1
42.300169282340086,-71.10469053804994,Needle Program,2021,1
42.33178753419264,-71.06707052581578,Needle Program,2021,1
42.33178753419264,-71.06707052581578,Needle Program,2021,1
42.33178753419264,-71.06707052581578,Needle Program,2021,1
42.30026933997648,-71.10466071069914,Needle Program,2021,1
42.33596955845251,-71.08587055875722,Needle Program,2021,1
42.32089952462466,-71.05951053312803,Needle Program,2021,1
42.34023741525324,-71.06389243288015,Needle Program,2021,1
42.33847954517221,-71.07580053092069,Needle Program,2021,1
42.32576072846708,-71.06093978407652,Needle Program,2021,1
42.3461195459571,-71.07725051650081,Needle Program,2021,1
42.33806954731914,-71.07740053544244,Needle Program,2021,1
42.33749954874692,-71.0785805389034,Needle Program,2021,1
42.36434269733412,-71.05987620564356,Needle Program,2021,1
42.338939914720726,-71.07394325343253,Needle Program,2021,1
42.33567184874022,-71.07932402756042,Needle Program,2021,1
42.33284854832099,-71.07440690952889,Needle Program,2021,1
42.33178753419264,-71.06707052581578,Needle Program,2021,1
42.32596097977416,-71.05687583719137,Needle Program,2021,1
42.343869550654965,-71.0806305293246,Needle Program,2021,1
